I1009 14:31:30.207834 140209925650176 logging_writer.py:48] [0] epoch=0, train/categorical_accuracy=0.875, train/categorical_crossentropy=0.6706011295318604, train/f1_het=0.8421052694320679, train/f1_homalt=0.9629629254341125, train/f1_homref=0.7777777910232544, train/f1_macro=0.8609486222267151, train/f1_micro=0.875, train/f1_weighted=0.8690911531448364, train/false_negatives=4.0, train/false_positives=4.0, train/learning_rate=9.999999974752427e-07, train/loss=0.6706016659736633, train/precision=0.875, train/precision_het=0.7272727489471436, train/precision_homalt=0.9285714030265808, train/precision_homref=1.0, train/recall=0.875, train/recall_het=1.0, train/recall_homalt=1.0, train/recall_homref=0.6363636255264282, train/true_negatives=60.0, train/true_positives=28.0
I1009 14:34:35.243602 140209925650176 logging_writer.py:48] [100] epoch=0, train/categorical_accuracy=0.9231250286102295, train/categorical_crossentropy=0.6321000456809998, train/f1_het=0.8129629492759705, train/f1_homalt=0.9714285731315613, train/f1_homref=0.9046005010604858, train/f1_macro=0.8963306546211243, train/f1_micro=0.9231250286102295, train/f1_weighted=0.9259471893310547, train/false_negatives=334.0, train/false_positives=188.0, train/learning_rate=1.0899999551838846e-06, train/loss=0.6321008205413818, train/precision=0.9384413957595825, train/precision_het=0.7386171817779541, train/precision_homalt=0.9808061122894287, train/precision_homref=0.9966592192649841, train/recall=0.8956249952316284, train/recall_het=0.9864864945411682, train/recall_homalt=0.9399141669273376, train/recall_homref=0.7955555319786072, train/true_negatives=6212.0, train/true_positives=2866.0
I1009 14:37:40.288265 140209925650176 logging_writer.py:48] [200] epoch=0, train/categorical_accuracy=0.9309375286102295, train/categorical_crossentropy=0.6259981989860535, train/f1_het=0.8486438989639282, train/f1_homalt=0.9756898880004883, train/f1_homref=0.9118843078613281, train/f1_macro=0.9120726585388184, train/f1_micro=0.9309375286102295, train/f1_weighted=0.932388424873352, train/false_negatives=313.0, train/false_positives=172.0, train/learning_rate=1.1800000265793642e-06, train/loss=0.6259989142417908, train/precision=0.9437724947929382, train/precision_het=0.7837398648262024, train/precision_homalt=0.9755434989929199, train/precision_homref=0.9969135522842407, train/recall=0.9021875262260437, train/recall_het=0.9856850504875183, train/recall_homalt=0.9491077065467834, train/recall_homref=0.8088480830192566, train/true_negatives=6228.0, train/true_positives=2887.0
I1009 14:40:46.544512 140209925650176 logging_writer.py:48] [300] epoch=0, train/categorical_accuracy=0.9346874952316284, train/categorical_crossentropy=0.6207131743431091, train/f1_het=0.8726683259010315, train/f1_homalt=0.9700854420661926, train/f1_homref=0.9138022065162659, train/f1_macro=0.9188520312309265, train/f1_micro=0.9346874952316284, train/f1_weighted=0.9356193542480469, train/false_negatives=289.0, train/false_positives=155.0, train/learning_rate=1.269999984288006e-06, train/loss=0.6207137703895569, train/precision=0.9494455456733704, train/precision_het=0.8232558369636536, train/precision_homalt=0.9772727489471436, train/precision_homref=0.9940263032913208, train/recall=0.9096875190734863, train/recall_het=0.9761029481887817, train/recall_homalt=0.9450549483299255, train/recall_homref=0.8172888159751892, train/true_negatives=6245.0, train/true_positives=2911.0
I1009 14:43:53.967179 140209925650176 logging_writer.py:48] [400] epoch=0, train/categorical_accuracy=0.9337499737739563, train/categorical_crossentropy=0.6197300553321838, train/f1_het=0.8711943626403809, train/f1_homalt=0.9713125824928284, train/f1_homref=0.9040768146514893, train/f1_macro=0.915527880191803, train/f1_micro=0.9337499737739563, train/f1_weighted=0.9347977638244629, train/false_negatives=272.0, train/false_positives=162.0, train/learning_rate=1.359999941996648e-06, train/loss=0.6197306513786316, train/precision=0.9475728273391724, train/precision_het=0.8210059404373169, train/precision_homalt=0.9791542291641235, train/precision_homref=0.9918367266654968, train/recall=0.9150000214576721, train/recall_het=0.9910714030265808, train/recall_homalt=0.9470046162605286, train/recall_homref=0.8064159154891968, train/true_negatives=6238.0, train/true_positives=2928.0
I1009 14:47:00.253137 140209925650176 logging_writer.py:48] [500] epoch=0, train/categorical_accuracy=0.9375, train/categorical_crossentropy=0.616105854511261, train/f1_het=0.898614227771759, train/f1_homalt=0.9713292717933655, train/f1_homref=0.8972080945968628, train/f1_macro=0.9223838448524475, train/f1_micro=0.9375, train/f1_weighted=0.9373696446418762, train/false_negatives=263.0, train/false_positives=143.0, train/learning_rate=1.4499998997052899e-06, train/loss=0.616106390953064, train/precision=0.9535714387893677, train/precision_het=0.8705547451972961, train/precision_homalt=0.9738562107086182, train/precision_homref=0.9884726405143738, train/recall=0.9178125262260437, train/recall_het=0.9776358008384705, train/recall_homalt=0.9518002271652222, train/recall_homref=0.8051643371582031, train/true_negatives=6257.0, train/true_positives=2937.0
I1009 14:50:06.418208 140209925650176 logging_writer.py:48] [600] epoch=0, train/categorical_accuracy=0.9418749809265137, train/categorical_crossentropy=0.61397784948349, train/f1_het=0.8922842144966125, train/f1_homalt=0.9742363691329956, train/f1_homref=0.8989441990852356, train/f1_macro=0.9218215942382812, train/f1_micro=0.9418749809265137, train/f1_weighted=0.9423096179962158, train/false_negatives=273.0, train/false_positives=125.0, train/learning_rate=1.5399999711007695e-06, train/loss=0.6139783263206482, train/precision=0.9590432643890381, train/precision_het=0.8684604167938232, train/precision_homalt=0.9822320938110352, train/precision_homref=0.9914089441299438, train/recall=0.9146875143051147, train/recall_het=0.9897785186767578, train/recall_homalt=0.9335092306137085, train/recall_homref=0.8036211729049683, train/true_negatives=6275.0, train/true_positives=2927.0
I1009 14:53:12.510488 140209925650176 logging_writer.py:48] [700] epoch=0, train/categorical_accuracy=0.9359375238418579, train/categorical_crossentropy=0.6202329397201538, train/f1_het=0.8810086846351624, train/f1_homalt=0.9681903123855591, train/f1_homref=0.8992806673049927, train/f1_macro=0.9161599278450012, train/f1_micro=0.9359375238418579, train/f1_weighted=0.9366251230239868, train/false_negatives=289.0, train/false_positives=149.0, train/learning_rate=1.630000042496249e-06, train/loss=0.6202337741851807, train/precision=0.9513071775436401, train/precision_het=0.8434650301933289, train/precision_homalt=0.9782244563102722, train/precision_homref=0.9885433912277222, train/recall=0.9096875190734863, train/recall_het=0.982300877571106, train/recall_homalt=0.9299362897872925, train/recall_homref=0.8042609691619873, train/true_negatives=6251.0, train/true_positives=2911.0
I1009 14:56:18.648922 140209925650176 logging_writer.py:48] [800] epoch=0, train/categorical_accuracy=0.9293749928474426, train/categorical_crossentropy=0.6288982033729553, train/f1_het=0.8543531894683838, train/f1_homalt=0.9605434536933899, train/f1_homref=0.9092261791229248, train/f1_macro=0.9080409407615662, train/f1_micro=0.9293749928474426, train/f1_weighted=0.9312776923179626, train/false_negatives=350.0, train/false_positives=162.0, train/learning_rate=1.720000000204891e-06, train/loss=0.6288986802101135, train/precision=0.9462151527404785, train/precision_het=0.8137715458869934, train/precision_homalt=0.980812668800354, train/precision_homref=0.9850249290466309, train/recall=0.890625, train/recall_het=0.9756097793579102, train/recall_homalt=0.8935732841491699, train/recall_homref=0.8199446201324463, train/true_negatives=6238.0, train/true_positives=2850.0
I1009 14:59:24.679942 140209925650176 logging_writer.py:48] [900] epoch=0, train/categorical_accuracy=0.9196875095367432, train/categorical_crossentropy=0.6353344917297363, train/f1_het=0.8132059574127197, train/f1_homalt=0.9563931822776794, train/f1_homref=0.8974789381027222, train/f1_macro=0.8890259861946106, train/f1_micro=0.9196875095367432, train/f1_weighted=0.9234848618507385, train/false_negatives=379.0, train/false_positives=148.0, train/learning_rate=1.8099999579135329e-06, train/loss=0.6353349685668945, train/precision=0.9501515626907349, train/precision_het=0.7965812087059021, train/precision_homalt=0.9903121590614319, train/precision_homref=0.9790874719619751, train/recall=0.8815624713897705, train/recall_het=0.9810526371002197, train/recall_homalt=0.8795410990715027, train/recall_homref=0.8135861158370972, train/true_negatives=6252.0, train/true_positives=2821.0
I1009 15:02:30.395495 140209925650176 logging_writer.py:48] [1000] epoch=0, train/categorical_accuracy=0.9190624952316284, train/categorical_crossentropy=0.6397572755813599, train/f1_het=0.796545147895813, train/f1_homalt=0.9507092833518982, train/f1_homref=0.9157631397247314, train/f1_macro=0.887672483921051, train/f1_micro=0.9190625548362732, train/f1_weighted=0.9236697554588318, train/false_negatives=407.0, train/false_positives=161.0, train/learning_rate=1.8999999156221747e-06, train/loss=0.6397578716278076, train/precision=0.9454976320266724, train/precision_het=0.7583025693893433, train/precision_homalt=0.9866595268249512, train/precision_homref=0.9907063245773315, train/recall=0.8728125095367432, train/recall_het=0.9832535982131958, train/recall_homalt=0.8600000143051147, train/recall_homref=0.8433544039726257, train/true_negatives=6239.0, train/true_positives=2793.0
